crop,market_code,market_name,district,state,min_price,max_price,modal_price,arrival_quantity,date,source,agroelevate_avg_price,district_demand,market_volatility,weekly_trend,monthly_trend
Clove,MKT0010,Andaman mandi 10,AN010,Andaman and Nicobar Islands,51.94,66.1,59.02,3824.7,2026-06-28,eNAM,64.17,53.3,0.0626,0.0226,-0.0585
Nutmeg,MKT0010,Andaman mandi 10,AN010,Andaman and Nicobar Islands,44.4,56.52,50.46,3425.5,2026-06-28,eNAM,53.07,39.3,0.1791,0.0999,0.1011
Bottle Gourd,MKT0010,Andaman mandi 10,AN010,Andaman and Nicobar Islands,50.64,64.44,57.54,4233.6,2026-06-28,eNAM,65.81,84.4,0.1186,0.0236,-0.0265
Rice,MKT0010,Andaman mandi 10,AN010,Andaman and Nicobar Islands,20.86,26.56,23.71,2912.2,2026-06-28,eNAM,26.32,86.8,0.2389,0.1174,0.1144
Baby Corn,MKT0011,Andaman eNAM hub 11,AN011,Andaman and Nicobar Islands,31.86,40.56,36.21,3555.0,2026-06-28,data.gov.in,40.8,78.8,0.0994,0.0299,-0.0539
Safflower,MKT0011,Andaman eNAM hub 11,AN011,Andaman and Nicobar Islands,44.7,56.9,50.8,3611.6,2026-06-28,data.gov.in,58.08,33.7,0.0576,0.1025,0.0218
Natural Rubber,MKT0011,Andaman eNAM hub 11,AN011,Andaman and Nicobar Islands,34.85,44.35,39.6,2013.2,2026-06-28,data.gov.in,45.54,58.6,0.1016,0.0068,0.1065
Field Pea,MKT0011,Andaman eNAM hub 11,AN011,Andaman and Nicobar Islands,37.49,47.71,42.6,2919.4,2026-06-28,data.gov.in,46.56,74.2,0.1013,0.0504,-0.1326
Onion,MKT0011,Andaman eNAM hub 11,AN011,Andaman and Nicobar Islands,24.03,30.59,27.31,2829.6,2026-06-28,data.gov.in,28.97,92.8,0.0552,0.0815,-0.0187
Mustard,MKT0011,Andaman eNAM hub 11,AN011,Andaman and Nicobar Islands,44.88,57.12,51.0,2503.0,2026-06-28,data.gov.in,54.86,94.8,0.2273,-0.0155,0.0751
Nutmeg,MKT0011,Andaman eNAM hub 11,AN011,Andaman and Nicobar Islands,50.73,64.57,57.65,789.1,2026-06-28,data.gov.in,61.09,47.5,0.1549,0.0612,0.1205
Basmati Rice,MKT0011,Andaman eNAM hub 11,AN011,Andaman and Nicobar Islands,33.87,43.11,38.49,4987.2,2026-06-28,data.gov.in,44.28,74.9,0.1256,0.0007,-0.1349
Foxtail Millet,MKT0011,Andaman eNAM hub 11,AN011,Andaman and Nicobar Islands,39.43,50.19,44.81,3071.5,2026-06-28,data.gov.in,49.6,53.3,0.2069,0.0249,-0.0505
Ragi,MKT0011,Andaman eNAM hub 11,AN011,Andaman and Nicobar Islands,47.38,60.3,53.84,842.1,2026-06-28,data.gov.in,57.49,33.2,0.248,-0.0318,0.1935
Little Millet,MKT0011,Andaman eNAM hub 11,AN011,Andaman and Nicobar Islands,49.84,63.44,56.64,3930.5,2026-06-28,data.gov.in,62.12,53.8,0.1941,0.0994,-0.0254
Lentil,MKT0011,Andaman eNAM hub 11,AN011,Andaman and Nicobar Islands,35.84,45.62,40.73,2438.9,2026-06-28,data.gov.in,47.41,58.2,0.0501,0.0059,0.083
Bottle Gourd,MKT0011,Andaman eNAM hub 11,AN011,Andaman and Nicobar Islands,30.53,38.85,34.69,2102.0,2026-06-28,data.gov.in,37.15,72.0,0.2072,-0.0505,-0.0391
Orange,MKT0011,Andaman eNAM hub 11,AN011,Andaman and Nicobar Islands,50.05,63.69,56.87,1796.0,2026-06-28,data.gov.in,65.24,25.6,0.2342,0.0991,-0.1116
Fenugreek,MKT0011,Andaman eNAM hub 11,AN011,Andaman and Nicobar Islands,48.67,61.95,55.31,129.7,2026-06-28,data.gov.in,65.02,63.6,0.1561,-0.0212,0.1294
Cotton,MKT0012,Andaman wholesale 12,AN012,Andaman and Nicobar Islands,45.8,58.28,52.04,1363.4,2026-06-28,AGMARKNET,59.61,48.8,0.1378,0.004,0.0345
Linseed,MKT0012,Andaman wholesale 12,AN012,Andaman and Nicobar Islands,39.77,50.61,45.19,2972.6,2026-06-28,AGMARKNET,47.75,86.8,0.0541,0.1042,0.0654
Brinjal,MKT0012,Andaman wholesale 12,AN012,Andaman and Nicobar Islands,50.29,64.01,57.15,4356.2,2026-06-28,AGMARKNET,61.54,43.3,0.2193,0.0751,-0.1285
Sunflower,MKT0012,Andaman wholesale 12,AN012,Andaman and Nicobar Islands,45.76,58.24,52.0,2833.6,2026-06-28,AGMARKNET,58.08,39.9,0.1223,-0.0113,0.1104
Parboiled Rice,MKT0012,Andaman wholesale 12,AN012,Andaman and Nicobar Islands,51.3,65.28,58.29,4447.1,2026-06-28,AGMARKNET,65.09,59.3,0.1347,0.0075,-0.023
Sesame,MKT0012,Andaman wholesale 12,AN012,Andaman and Nicobar Islands,28.73,36.57,32.65,858.3,2026-06-28,AGMARKNET,36.4,46.1,0.0725,-0.0656,-0.0585
Kodo Millet,MKT0012,Andaman wholesale 12,AN012,Andaman and Nicobar Islands,46.12,58.7,52.41,4816.4,2026-06-28,AGMARKNET,61.62,45.4,0.054,0.0031,-0.1183
Pearl Millet,MKT0012,Andaman wholesale 12,AN012,Andaman and Nicobar Islands,61.22,77.92,69.57,4748.6,2026-06-28,AGMARKNET,81.63,88.1,0.208,-0.0607,0.1527
Cardamom,MKT0012,Andaman wholesale 12,AN012,Andaman and Nicobar Islands,32.24,41.04,36.64,85.3,2026-06-28,AGMARKNET,41.19,81.9,0.2243,0.0248,-0.0243
Cauliflower,MKT0012,Andaman wholesale 12,AN012,Andaman and Nicobar Islands,28.22,35.92,32.07,2239.5,2026-06-28,AGMARKNET,35.8,87.5,0.11,0.0125,-0.0988
Apple,MKT0012,Andaman wholesale 12,AN012,Andaman and Nicobar Islands,31.77,40.43,36.1,1695.6,2026-06-28,AGMARKNET,41.86,58.1,0.1934,0.0579,0.0209
Chilli,MKT0012,Andaman wholesale 12,AN012,Andaman and Nicobar Islands,106.53,135.59,121.06,4915.8,2026-06-28,AGMARKNET,131.69,27.4,0.1835,0.0116,-0.1104
Sona Masuri,MKT0012,Andaman wholesale 12,AN012,Andaman and Nicobar Islands,58.12,73.98,66.05,4091.8,2026-06-28,AGMARKNET,71.98,79.5,0.0511,-0.0245,0.0496
Aloe Vera,MKT0012,Andaman wholesale 12,AN012,Andaman and Nicobar Islands,35.07,44.63,39.85,2929.5,2026-06-28,AGMARKNET,44.27,89.7,0.1943,-0.0446,0.0997
Ragi,MKT0012,Andaman wholesale 12,AN012,Andaman and Nicobar Islands,47.86,60.92,54.39,4135.2,2026-06-28,AGMARKNET,58.85,73.8,0.091,0.0726,0.0221
Sann Hemp,MKT0013,Andaman APMC 13,AN013,Andaman and Nicobar Islands,54.62,69.52,62.07,4891.9,2026-06-28,eNAM,66.52,75.9,0.0666,0.0522,0.1435
Sugarcane,MKT0013,Andaman APMC 13,AN013,Andaman and Nicobar Islands,4.01,5.11,4.56,1847.7,2026-06-28,eNAM,5.26,85.9,0.054,-0.0503,-0.1286
Urad,MKT0013,Andaman APMC 13,AN013,Andaman and Nicobar Islands,27.91,35.53,31.72,3225.9,2026-06-28,eNAM,34.44,58.9,0.1164,-0.0543,0.0606
Coriander,MKT0013,Andaman APMC 13,AN013,Andaman and Nicobar Islands,46.15,58.73,52.44,2586.2,2026-06-28,eNAM,55.31,61.9,0.1365,0.0527,0.0965
Kenaf,MKT0013,Andaman APMC 13,AN013,Andaman and Nicobar Islands,37.64,47.9,42.77,1846.4,2026-06-28,eNAM,48.38,84.4,0.0831,-0.0589,0.1114
Black Pepper,MKT0013,Andaman APMC 13,AN013,Andaman and Nicobar Islands,33.78,43.0,38.39,3191.6,2026-06-28,eNAM,43.75,39.8,0.0833,-0.0463,0.092
Maize Grits,MKT0013,Andaman APMC 13,AN013,Andaman and Nicobar Islands,55.91,71.15,63.53,628.9,2026-06-28,eNAM,70.99,74.1,0.0641,-0.077,-0.0187
Bottle Gourd,MKT0013,Andaman APMC 13,AN013,Andaman and Nicobar Islands,33.38,42.48,37.93,1259.6,2026-06-28,eNAM,41.58,57.9,0.1821,0.0384,0.0777
Safflower,MKT0013,Andaman APMC 13,AN013,Andaman and Nicobar Islands,44.15,56.19,50.17,751.0,2026-06-28,eNAM,56.59,23.6,0.1196,0.0359,0.0724
Natural Rubber,MKT0013,Andaman APMC 13,AN013,Andaman and Nicobar Islands,29.8,37.92,33.86,1072.0,2026-06-28,eNAM,39.45,77.3,0.0601,0.0963,-0.0126
Foxtail Millet,MKT0013,Andaman APMC 13,AN013,Andaman and Nicobar Islands,53.88,68.58,61.23,120.2,2026-06-28,eNAM,68.3,39.0,0.1633,0.0706,0.0705
Vanilla,MKT0013,Andaman APMC 13,AN013,Andaman and Nicobar Islands,47.49,60.45,53.97,2608.4,2026-06-28,eNAM,61.78,74.4,0.1659,-0.041,0.1151
Tea,MKT0013,Andaman APMC 13,AN013,Andaman and Nicobar Islands,46.74,59.48,53.11,1394.2,2026-06-28,eNAM,61.41,42.2,0.1345,-0.0468,-0.141
Spinach,MKT0013,Andaman APMC 13,AN013,Andaman and Nicobar Islands,47.48,60.44,53.96,4502.1,2026-06-28,eNAM,58.21,59.5,0.134,0.0801,0.1095
Field Pea,MKT0013,Andaman APMC 13,AN013,Andaman and Nicobar Islands,41.51,52.83,47.17,3861.9,2026-06-28,eNAM,51.02,26.4,0.2425,-0.0778,-0.1064
Groundnut,MKT0014,Andaman mandi 14,AN014,Andaman and Nicobar Islands,37.27,47.43,42.35,786.9,2026-06-28,data.gov.in,46.34,44.3,0.2351,0.1173,0.1082
Mango,MKT0014,Andaman mandi 14,AN014,Andaman and Nicobar Islands,45.9,58.42,52.16,3574.8,2026-06-28,data.gov.in,58.17,86.4,0.098,-0.0599,0.1833
Tobacco,MKT0014,Andaman mandi 14,AN014,Andaman and Nicobar Islands,44.88,57.12,51.0,1046.4,2026-06-28,data.gov.in,59.74,36.5,0.1655,-0.0153,0.0616
Beetroot,MKT0014,Andaman mandi 14,AN014,Andaman and Nicobar Islands,48.5,61.72,55.11,4233.2,2026-06-28,data.gov.in,62.65,89.3,0.2217,-0.0088,-0.0755
Moong,MKT0014,Andaman mandi 14,AN014,Andaman and Nicobar Islands,26.89,34.23,30.56,1071.9,2026-06-28,data.gov.in,34.36,60.2,0.2427,0.0599,0.0122
Sorghum,MKT0014,Andaman mandi 14,AN014,Andaman and Nicobar Islands,32.79,41.73,37.26,4748.7,2026-06-28,data.gov.in,40.55,73.8,0.2042,0.0812,0.1088
Elephant Foot Yam,MKT0014,Andaman mandi 14,AN014,Andaman and Nicobar Islands,24.63,31.35,27.99,137.8,2026-06-28,data.gov.in,31.83,74.5,0.2364,0.0178,0.1885
Barnyard Millet,MKT0014,Andaman mandi 14,AN014,Andaman and Nicobar Islands,41.32,52.58,46.95,229.5,2026-06-28,data.gov.in,54.71,84.5,0.181,0.0224,-0.0799
Linseed,MKT0014,Andaman mandi 14,AN014,Andaman and Nicobar Islands,47.48,60.44,53.96,215.3,2026-06-28,data.gov.in,62.82,68.8,0.0662,-0.0703,0.0013
Baby Corn,MKT0014,Andaman mandi 14,AN014,Andaman and Nicobar Islands,45.28,57.64,51.46,2670.3,2026-06-28,data.gov.in,55.28,31.9,0.0944,-0.0561,0.1479
Chickpea,MKT0014,Andaman mandi 14,AN014,Andaman and Nicobar Islands,44.61,56.77,50.69,4895.7,2026-06-28,data.gov.in,56.33,73.5,0.0975,0.0008,-0.1467
Cauliflower,MKT0014,Andaman mandi 14,AN014,Andaman and Nicobar Islands,23.94,30.48,27.21,2325.6,2026-06-28,data.gov.in,29.09,80.8,0.0596,0.0748,-0.1499
Tapioca,MKT0014,Andaman mandi 14,AN014,Andaman and Nicobar Islands,52.16,66.38,59.27,3353.1,2026-06-28,data.gov.in,69.36,66.6,0.2087,-0.0674,0.0733
Brinjal,MKT0014,Andaman mandi 14,AN014,Andaman and Nicobar Islands,32.06,40.8,36.43,883.9,2026-06-28,data.gov.in,39.63,62.9,0.0727,-0.0323,0.1274
Raw Jute,MKT0014,Andaman mandi 14,AN014,Andaman and Nicobar Islands,51.96,66.14,59.05,2622.2,2026-06-28,data.gov.in,65.9,33.2,0.2048,0.0144,0.1162
Rice,MKT0015,Andhra APMC 1,AP001,Andhra Pradesh,26.45,33.67,30.06,2140.5,2026-06-28,AGMARKNET,34.03,77.5,0.077,0.1064,0.0045
Carrot,MKT0015,Andhra APMC 1,AP001,Andhra Pradesh,31.53,40.13,35.83,524.8,2026-06-28,AGMARKNET,38.83,57.5,0.1187,0.067,0.0269
Lentil,MKT0015,Andhra APMC 1,AP001,Andhra Pradesh,29.41,37.43,33.42,357.7,2026-06-28,AGMARKNET,36.0,60.4,0.1321,0.0121,-0.0078
Bottle Gourd,MKT0015,Andhra APMC 1,AP001,Andhra Pradesh,43.23,55.01,49.12,431.0,2026-06-28,AGMARKNET,55.45,51.5,0.1516,0.0669,-0.0924
Bamboo,MKT0015,Andhra APMC 1,AP001,Andhra Pradesh,28.34,36.08,32.21,2776.1,2026-06-28,AGMARKNET,35.44,67.0,0.0565,0.0217,0.1274
Stevia,MKT0015,Andhra APMC 1,AP001,Andhra Pradesh,40.17,51.13,45.65,2570.5,2026-06-28,AGMARKNET,51.69,96.7,0.1241,0.0926,0.0406
Cumin,MKT0015,Andhra APMC 1,AP001,Andhra Pradesh,42.03,53.49,47.76,633.7,2026-06-28,AGMARKNET,56.19,87.4,0.0745,0.0654,0.1663
Semolina,MKT0015,Andhra APMC 1,AP001,Andhra Pradesh,53.24,67.76,60.5,3465.3,2026-06-28,AGMARKNET,64.57,75.1,0.0895,-0.0569,-0.0761
Spinach,MKT0015,Andhra APMC 1,AP001,Andhra Pradesh,47.72,60.74,54.23,413.0,2026-06-28,AGMARKNET,63.29,52.4,0.0761,0.1103,-0.0418
Walnut,MKT0015,Andhra APMC 1,AP001,Andhra Pradesh,51.23,65.21,58.22,340.5,2026-06-28,AGMARKNET,64.41,45.2,0.0648,-0.0208,0.0533
Lettuce,MKT0015,Andhra APMC 1,AP001,Andhra Pradesh,62.59,79.65,71.12,4024.7,2026-06-28,AGMARKNET,82.38,78.8,0.2409,0.0092,0.1808
Sweet Potato,MKT0015,Andhra APMC 1,AP001,Andhra Pradesh,37.39,47.59,42.49,3991.8,2026-06-28,AGMARKNET,50.0,59.7,0.1287,-0.0305,-0.1178
Green Peas,MKT0015,Andhra APMC 1,AP001,Andhra Pradesh,32.11,40.87,36.49,1848.7,2026-06-28,AGMARKNET,40.48,49.0,0.0844,0.0291,-0.0858
Tea,MKT0015,Andhra APMC 1,AP001,Andhra Pradesh,49.05,62.43,55.74,2968.0,2026-06-28,AGMARKNET,59.3,67.6,0.1898,-0.03,0.0263
Cardamom,MKT0015,Andhra APMC 1,AP001,Andhra Pradesh,45.8,58.3,52.05,3345.0,2026-06-28,AGMARKNET,54.9,81.7,0.2341,-0.013,-0.0507
Masoor Dal,MKT0016,Andhra mandi 2,AP002,Andhra Pradesh,42.45,54.03,48.24,2774.3,2026-06-28,eNAM,55.63,91.8,0.1819,0.0945,-0.0993
Chilli,MKT0016,Andhra mandi 2,AP002,Andhra Pradesh,105.52,134.3,119.91,2533.7,2026-06-28,eNAM,138.05,81.2,0.1176,0.0352,-0.0702
Natural Rubber,MKT0016,Andhra mandi 2,AP002,Andhra Pradesh,33.7,42.9,38.3,1670.5,2026-06-28,eNAM,42.43,74.9,0.1914,0.0918,-0.0723
Yam,MKT0016,Andhra mandi 2,AP002,Andhra Pradesh,40.29,51.27,45.78,3193.3,2026-06-28,eNAM,51.75,77.4,0.1539,0.0925,0.1948
Linseed,MKT0016,Andhra mandi 2,AP002,Andhra Pradesh,42.82,54.5,48.66,3696.5,2026-06-28,eNAM,54.24,81.6,0.149,0.038,0.1308
Horse Gram,MKT0016,Andhra mandi 2,AP002,Andhra Pradesh,28.5,36.28,32.39,1103.4,2026-06-28,eNAM,36.36,53.8,0.2136,0.0818,0.0209
Kenaf,MKT0016,Andhra mandi 2,AP002,Andhra Pradesh,56.67,72.13,64.4,3443.4,2026-06-28,eNAM,74.83,66.4,0.1229,-0.0073,-0.0062
Raw Jute,MKT0016,Andhra mandi 2,AP002,Andhra Pradesh,47.67,60.67,54.17,770.3,2026-06-28,eNAM,63.64,50.4,0.1396,0.0707,0.0435
Broccoli,MKT0016,Andhra mandi 2,AP002,Andhra Pradesh,39.32,50.04,44.68,3691.1,2026-06-28,eNAM,48.64,90.3,0.197,-0.0681,0.0403
Green Peas,MKT0016,Andhra mandi 2,AP002,Andhra Pradesh,34.33,43.69,39.01,3811.1,2026-06-28,eNAM,42.0,86.6,0.1671,0.064,-0.0507
Cabbage,MKT0016,Andhra mandi 2,AP002,Andhra Pradesh,46.0,58.54,52.27,2850.9,2026-06-28,eNAM,57.39,73.7,0.1948,0.0218,0.0785
Basmati Rice,MKT0016,Andhra mandi 2,AP002,Andhra Pradesh,56.29,71.65,63.97,3270.7,2026-06-28,eNAM,68.07,75.5,0.1968,-0.0109,-0.1369
Cumin,MKT0016,Andhra mandi 2,AP002,Andhra Pradesh,46.01,58.55,52.28,1034.7,2026-06-28,eNAM,60.27,70.4,0.199,-0.0315,-0.1072
Maize Grits,MKT0016,Andhra mandi 2,AP002,Andhra Pradesh,38.98,49.62,44.3,2580.1,2026-06-28,eNAM,47.45,48.8,0.1434,0.0012,0.0145
Castor,MKT0016,Andhra mandi 2,AP002,Andhra Pradesh,51.72,65.82,58.77,4459.2,2026-06-28,eNAM,63.82,77.5,0.1556,0.072,-0.1427
Banana,MKT0017,Andhra eNAM hub 3,AP003,Andhra Pradesh,22.72,28.92,25.82,3897.8,2026-06-28,data.gov.in,30.0,85.6,0.0539,-0.0713,-0.1448
Mango,MKT0017,Andhra eNAM hub 3,AP003,Andhra Pradesh,57.39,73.05,65.22,4803.8,2026-06-28,data.gov.in,72.44,45.4,0.1025,0.0077,0.1225
Castor,MKT0017,Andhra eNAM hub 3,AP003,Andhra Pradesh,27.72,35.28,31.5,1841.7,2026-06-28,data.gov.in,36.19,34.5,0.0521,0.0282,-0.0593
Green Peas,MKT0017,Andhra eNAM hub 3,AP003,Andhra Pradesh,62.42,79.44,70.93,3619.4,2026-06-28,data.gov.in,81.49,73.7,0.1294,0.1143,0.0166
Tea,MKT0017,Andhra eNAM hub 3,AP003,Andhra Pradesh,38.87,49.47,44.17,3490.9,2026-06-28,data.gov.in,51.83,69.8,0.0776,0.0898,-0.0401
Isabgol,MKT0017,Andhra eNAM hub 3,AP003,Andhra Pradesh,48.1,61.22,54.66,4091.4,2026-06-28,data.gov.in,62.73,76.8,0.1827,-0.0303,0.1638
Aloe Vera,MKT0017,Andhra eNAM hub 3,AP003,Andhra Pradesh,29.98,38.16,34.07,4930.5,2026-06-28,data.gov.in,37.85,56.3,0.1684,0.0883,0.1246
Hybrid Cotton,MKT0017,Andhra eNAM hub 3,AP003,Andhra Pradesh,58.0,73.82,65.91,1536.1,2026-06-28,data.gov.in,70.05,98.0,0.0908,-0.0439,0.1408
Spinach,MKT0017,Andhra eNAM hub 3,AP003,Andhra Pradesh,42.62,54.24,48.43,2292.5,2026-06-28,data.gov.in,57.02,52.8,0.1458,0.1046,0.1748
Masoor Dal,MKT0017,Andhra eNAM hub 3,AP003,Andhra Pradesh,55.7,70.88,63.29,4735.4,2026-06-28,data.gov.in,71.3,68.1,0.0594,0.0097,0.144
Cardamom,MKT0017,Andhra eNAM hub 3,AP003,Andhra Pradesh,33.66,42.84,38.25,2311.8,2026-06-28,data.gov.in,44.37,56.2,0.0584,0.0594,-0.103
Sesame,MKT0017,Andhra eNAM hub 3,AP003,Andhra Pradesh,63.38,80.66,72.02,1540.2,2026-06-28,data.gov.in,80.82,72.9,0.1146,-0.0475,-0.0369
Sorghum,MKT0017,Andhra eNAM hub 3,AP003,Andhra Pradesh,25.83,32.87,29.35,1784.9,2026-06-28,data.gov.in,31.84,66.0,0.1553,-0.0212,0.0673
Elephant Foot Yam,MKT0017,Andhra eNAM hub 3,AP003,Andhra Pradesh,24.82,31.6,28.21,2772.7,2026-06-28,data.gov.in,31.53,60.0,0.0683,-0.0509,0.079
Mushroom,MKT0017,Andhra eNAM hub 3,AP003,Andhra Pradesh,40.71,51.81,46.26,4425.5,2026-06-28,data.gov.in,49.94,83.6,0.0589,-0.001,0.1222
Green Chilli,MKT0018,Andhra wholesale 4,AP004,Andhra Pradesh,32.04,40.78,36.41,2665.0,2026-06-28,AGMARKNET,42.03,98.0,0.0588,0.0642,0.1102
Soybean,MKT0018,Andhra wholesale 4,AP004,Andhra Pradesh,39.64,50.44,45.04,1595.9,2026-06-28,AGMARKNET,48.15,59.9,0.222,0.0491,0.1514
Tapioca,MKT0018,Andhra wholesale 4,AP004,Andhra Pradesh,26.14,33.26,29.7,2242.1,2026-06-28,AGMARKNET,34.41,24.8,0.1004,0.0654,-0.1374
Ridge Gourd,MKT0018,Andhra wholesale 4,AP004,Andhra Pradesh,49.39,62.87,56.13,2196.4,2026-06-28,AGMARKNET,62.07,63.8,0.1783,-0.0297,-0.1444
Neem Seeds,MKT0018,Andhra wholesale 4,AP004,Andhra Pradesh,44.78,57.0,50.89,4013.5,2026-06-28,AGMARKNET,58.99,86.3,0.1679,-0.0723,-0.1285
Maize,MKT0018,Andhra wholesale 4,AP004,Andhra Pradesh,14.52,18.48,16.5,2538.2,2026-06-28,AGMARKNET,19.01,74.1,0.1603,0.0037,0.1401
Groundnut,MKT0018,Andhra wholesale 4,AP004,Andhra Pradesh,36.92,46.98,41.95,4638.8,2026-06-28,AGMARKNET,45.66,26.7,0.1318,0.0656,0.0961
Yam,MKT0018,Andhra wholesale 4,AP004,Andhra Pradesh,66.45,84.57,75.51,1842.3,2026-06-28,AGMARKNET,82.3,58.9,0.1117,-0.0678,0.1484
Raw Jute,MKT0018,Andhra wholesale 4,AP004,Andhra Pradesh,31.99,40.71,36.35,2191.8,2026-06-28,AGMARKNET,39.2,58.3,0.1699,0.0452,0.0792
Hybrid Cotton,MKT0018,Andhra wholesale 4,AP004,Andhra Pradesh,31.57,40.19,35.88,1376.2,2026-06-28,AGMARKNET,40.6,98.0,0.1574,-0.0304,-0.1411
Clove,MKT0018,Andhra wholesale 4,AP004,Andhra Pradesh,55.11,70.15,62.63,4547.0,2026-06-28,AGMARKNET,67.49,69.9,0.2245,-0.0524,-0.0046
Urad Dal,MKT0018,Andhra wholesale 4,AP004,Andhra Pradesh,27.76,35.34,31.55,2149.5,2026-06-28,AGMARKNET,35.48,59.1,0.1609,0.0642,0.1092
Broken Rice,MKT0018,Andhra wholesale 4,AP004,Andhra Pradesh,40.74,51.84,46.29,2471.2,2026-06-28,AGMARKNET,53.36,87.2,0.0524,-0.0161,0.1844
Cluster Beans,MKT0018,Andhra wholesale 4,AP004,Andhra Pradesh,56.5,71.92,64.21,841.3,2026-06-28,AGMARKNET,67.47,52.8,0.1006,0.1196,-0.0258
Lentil,MKT0018,Andhra wholesale 4,AP004,Andhra Pradesh,43.14,54.9,49.02,4308.0,2026-06-28,AGMARKNET,54.99,74.8,0.0762,0.0596,0.0321
Cluster Beans,MKT0019,Andhra APMC 5,AP005,Andhra Pradesh,46.82,59.58,53.2,2750.5,2026-06-28,eNAM,61.66,98.0,0.1796,-0.0336,-0.0599
Clove,MKT0019,Andhra APMC 5,AP005,Andhra Pradesh,47.24,60.12,53.68,2028.4,2026-06-28,eNAM,58.63,68.7,0.1021,0.0367,-0.1258
Papaya,MKT0019,Andhra APMC 5,AP005,Andhra Pradesh,46.16,58.74,52.45,4768.6,2026-06-28,eNAM,61.42,79.9,0.1325,-0.0699,0.1856
Cauliflower,MKT0019,Andhra APMC 5,AP005,Andhra Pradesh,24.72,31.46,28.09,3222.7,2026-06-28,eNAM,31.22,69.9,0.1732,-0.0417,0.0553
Capsicum,MKT0019,Andhra APMC 5,AP005,Andhra Pradesh,52.3,66.56,59.43,4255.8,2026-06-28,eNAM,62.52,67.8,0.0518,-0.0713,-0.1285
Fenugreek,MKT0019,Andhra APMC 5,AP005,Andhra Pradesh,55.36,70.46,62.91,2145.5,2026-06-28,eNAM,70.62,50.3,0.0614,-0.0741,0.0246
Drumstick,MKT0019,Andhra APMC 5,AP005,Andhra Pradesh,43.85,55.81,49.83,1154.2,2026-06-28,eNAM,58.59,69.3,0.1045,0.0653,0.0421
Stevia,MKT0019,Andhra APMC 5,AP005,Andhra Pradesh,28.42,36.16,32.29,1553.5,2026-06-28,eNAM,34.65,59.2,0.144,0.0057,0.0162
Sona Masuri,MKT0019,Andhra APMC 5,AP005,Andhra Pradesh,30.98,39.44,35.21,2537.4,2026-06-28,eNAM,37.39,54.9,0.1239,0.0782,0.1083
Field Pea,MKT0019,Andhra APMC 5,AP005,Andhra Pradesh,39.78,50.64,45.21,1469.0,2026-06-28,eNAM,52.07,58.1,0.1758,0.0682,-0.1159
Onion,MKT0019,Andhra APMC 5,AP005,Andhra Pradesh,22.58,28.74,25.66,3984.1,2026-06-28,eNAM,27.61,27.2,0.0687,0.0163,0.1104
Sann Hemp,MKT0019,Andhra APMC 5,AP005,Andhra Pradesh,57.74,73.48,65.61,2968.3,2026-06-28,eNAM,69.37,49.3,0.2312,0.0069,-0.0034
Grapes,MKT0019,Andhra APMC 5,AP005,Andhra Pradesh,43.73,55.65,49.69,3399.4,2026-06-28,eNAM,57.4,24.2,0.149,-0.0383,-0.0501
Barley,MKT0019,Andhra APMC 5,AP005,Andhra Pradesh,46.97,59.77,53.37,3891.3,2026-06-28,eNAM,58.22,81.4,0.115,0.0879,0.0266
Cotton,MKT0019,Andhra APMC 5,AP005,Andhra Pradesh,44.79,57.01,50.9,340.9,2026-06-28,eNAM,59.56,76.8,0.2423,-0.007,-0.0718
Chilli,MKT0020,Andhra mandi 6,AP006,Andhra Pradesh,107.07,136.27,121.67,2574.7,2026-06-28,data.gov.in,136.24,68.6,0.1784,0.0124,-0.0596
Yam,MKT0020,Andhra mandi 6,AP006,Andhra Pradesh,31.97,40.69,36.33,2526.2,2026-06-28,data.gov.in,38.46,79.3,0.1741,0.0803,-0.0809
Grapes,MKT0020,Andhra mandi 6,AP006,Andhra Pradesh,48.22,61.38,54.8,4360.3,2026-06-28,data.gov.in,63.84,36.8,0.1013,0.0159,0.1291
Pumpkin,MKT0020,Andhra mandi 6,AP006,Andhra Pradesh,46.84,59.62,53.23,635.7,2026-06-28,data.gov.in,57.03,59.0,0.1439,0.0795,0.1422
Sweet Corn,MKT0020,Andhra mandi 6,AP006,Andhra Pradesh,54.16,68.94,61.55,2451.6,2026-06-28,data.gov.in,70.4,80.9,0.2053,0.0906,-0.0664
Guava,MKT0020,Andhra mandi 6,AP006,Andhra Pradesh,41.25,52.51,46.88,102.6,2026-06-28,data.gov.in,53.38,75.0,0.2219,0.0795,0.0556
Field Pea,MKT0020,Andhra mandi 6,AP006,Andhra Pradesh,44.33,56.41,50.37,730.8,2026-06-28,data.gov.in,57.94,60.3,0.1746,0.0351,-0.1372
Sunflower,MKT0020,Andhra mandi 6,AP006,Andhra Pradesh,26.6,33.86,30.23,1446.6,2026-06-28,data.gov.in,32.85,56.6,0.1629,-0.0307,0.0646
Mustard,MKT0020,Andhra mandi 6,AP006,Andhra Pradesh,39.84,50.7,45.27,3688.4,2026-06-28,data.gov.in,52.13,76.0,0.1573,-0.0501,-0.0963
Clove,MKT0020,Andhra mandi 6,AP006,Andhra Pradesh,35.35,44.99,40.17,1347.0,2026-06-28,data.gov.in,42.23,68.6,0.0738,-0.0215,0.1882
Fenugreek,MKT0020,Andhra mandi 6,AP006,Andhra Pradesh,59.36,75.54,67.45,2584.5,2026-06-28,data.gov.in,72.15,54.9,0.222,0.0704,-0.0763
